id,passageId,questionTypeId,question,potentialAnswers,correctAnswers
6213,956,1,What is the most likely reason for why Mel's drum sticks were sweaty?,"[""Because the room was too hot."", ""Because she was wearing too many sweaters."", ""Because she had already been playing the drums for a while."", ""Because she had been playing sports before.""]","[""Because she had already been playing the drums for a while.""]"
6214,956,1,What was Mel doing with her right hand?,"[""Beating the snare drum"", ""Crashing the cymbal"", ""Kicking the bass drum"", ""Waving to her fans""]","[""Crashing the cymbal""]"
6215,957,1,Who is Greg talking to?,"[""Himself"", ""The plant"", ""The hair"", ""The suspect""]","[""The plant""]"
6216,957,1,What is Greg trying to do?,"[""Solve a mystery or crime."", ""Make friends with a plant."", ""Find the hair that he lost."", ""Teach a plant to talk.""]","[""Solve a mystery or crime.""]"
6218,957,1,"Why does Greg say ""Aha!"" at the end of this passage?","[""Because he found a clue that would help him solve the crime."", ""Because he is annoyed that he could not solve the crime."", ""Because he realized he had dropped one of his own hairs."", ""Because he could not reach the hair.""]","[""Because he found a clue that would help him solve the crime.""]"
6219,957,1,"What does the ellipsis (...) mean in this sentence: ""If only you had eyes, that is...""?","[""Some words were left out of the text here."", ""The author wanted to leave the reader in suspense about what happens next."", ""Greg took a long pause in the middle of his sentence."", ""Greg trailed off at the end of his sentence.""]","[""Greg trailed off at the end of his sentence.""]"
6223,958,1,"Which word from the text is a synonym (different word that means the same thing), for ""cauldron""?","[""Potion"", ""Moldy"", ""Pot"", ""Faint""]","[""Pot""]"
6224,958,1,What is the question at the end of the passage asking about?,"[""Who owns this cauldron?"", ""Who is making this potion?"", ""Whose voices are singing from inside the cauldron?"", ""Who wrote this story?""]","[""Whose voices are singing from inside the cauldron?""]"
6225,960,1,Who are the main characters in this story?,"[""Two halves of a table"", ""Two tables"", ""Two table makers"", ""Two people sitting at a table""]","[""Two halves of a table""]"
6226,960,1,"What is the meaning of the word ""hole"" as it is used here: ""So they don't fall in the hole!""?","[""A hollow or empty place; a pit."", ""A complete or unbroken item"", ""One half of something"", ""A broken object""]","[""A hollow or empty place; a pit.""]"
6227,960,1,"What is the meaning of the word ""whole"" as it is used here: ""You know, two halves make a whole!""?","[""A hollow or empty place; a pit"", ""A complete or unbroken item"", ""One half of something"", ""A broken object""]","[""A complete or unbroken item""]"
6228,960,1,"How do the words ""hole"" and ""whole"" relate to each other?","[""They are antonyms (words that mean opposite things)."", ""They are synonyms (different words that mean the same thing)."", ""They are homographs (words that look the same, but have different meanings)."", ""They are homophones (words that look different, but sound the same).""]","[""They are homophones (words that look different, but sound the same).""]"
6229,960,1,"The joke in this passage is based on a _______, using the words ""hole"" and ""whole.""","[""Question"", ""Repetition"", ""Pun"", ""Typo""]","[""Pun""]"
6230,960,1,This story has pieces of a table talking to each other. This detail suggests that the story is likely _______.,"[""Fable"", ""News article"", ""Scientific article"", ""Work of realistic fiction""]","[""Fable""]"
6231,959,1,Who is telling this story?,"[""A sock"", ""A mitten"", ""The owner of a sock"", ""The owner of a mitten""]","[""The owner of a sock""]"
6232,959,1,Who is the narrator talking to?,"[""A sock"", ""A mitten"", ""The owner of a sock"", ""The owner of a mitten""]","[""A sock""]"
6233,959,1,What are the different views of the sock and the narrator?,"[""The sock thinks it is a sock, but the narrator does not agree."", ""The sock thinks it is a mitten, but the narrator does not agree."", ""The sock thinks it is a sock, and the narrator agrees."", ""The sock thinks it is a mitten, and the narrator agrees.""]","[""The sock thinks it is a mitten, but the narrator does not agree.""]"
6235,959,1,What does it mean when the narrator's sentences end with a long dash (–)?,"[""The narrator trails off at the end of their sentence."", ""The narrator takes a long pause in the middle of their sentence."", ""The sock is talking over the narrator."", ""The narrator is talking over the sock.""]","[""The sock is talking over the narrator.""]"
6237,959,1,What happens at the end of this story?,"[""The narrator gives up and agrees with the sock."", ""The sock gives up and agrees with the narrator."", ""The sock and the narrator agree to disagree."", ""The sock and the narrator get angry and walk away from each other.""]","[""The narrator gives up and agrees with the sock.""]"
6238,959,1,How do you think the narrator feels during most of this scene?,"[""Amused"", ""Bored"", ""Regretful"", ""Frustrated""]","[""Frustrated""]"
6239,959,1,Why do you think the narrator agrees with the sock at the end of the passage?,"[""Because the sock proved that she was right."", ""Because the narrator got confused."", ""Because the sock turned into a mitten."", ""Because the narrator thought it would make the sock happy.""]","[""Because the narrator thought it would make the sock happy.""]"
6240,959,1,The sock says that it must be a mitten because it is made of cloth. How does the narrator argue with this point?,"[""By saying that the sock is not really made from cloth."", ""By saying that many things are made from cloth, not just mittens."", ""By saying that the sock is made out of a different kind of cloth than mittens."", ""By saying that feet go on the ground and hands go in the air.""]","[""By saying that many things are made from cloth, not just mittens.""]"
6241,961,1,Who is the main character of this story?,"[""The river"", ""The sky"", ""Esh"", ""The forest""]","[""Esh""]"
6242,961,1,Where did the river end?,"[""At the forest's edge"", ""At the sky's edge"", ""At the field's edge"", ""At the hill's edge""]","[""At the sky's edge""]"
6243,961,1,"Which word could best replace ""ran"" in each of these sentences: ""The river ran through forests. It ran across fields. It ran down hills.""?","[""Sprinted"", ""Walked"", ""Flapped"", ""Flowed""]","[""Flowed""]"
6244,961,1,What hints about the story can the reader learn from its title?,"[""The setting (time and place)"", ""The main character"", ""The villain "", ""An important object or symbol""]","[""An important object or symbol""]"
6245,961,1,Which detail in the text suggests that this story is a fairy tale or fable?,"[""It is about rivers, which are not real things."", ""It includes the sky's edge, which is not a real place."", ""It is about Esh, who is not a real person."", ""It includes running, which is not a real activity.""]","[""It includes the sky's edge, which is not a real place.""]"
6246,962,1,Where does this story take place?,"[""In a train underground"", ""In a train in the sky"", ""In an airplane"", ""In a train on land""]","[""In a train in the sky""]"
6247,962,1,How do you think Lil is feeling?,"[""Bored"", ""Excited"", ""Sad"", ""Surprised""]","[""Bored""]"
6248,962,1,"Based on the details in the text, when does this story most likely take place?","[""The past"", ""The present"", ""The future""]","[""The future""]"
6249,962,1,"Which sense does the word ""whizzed"" most relate to?","[""Sight"", ""Smell"", ""Sound"", ""Taste""]","[""Sound""]"
6250,962,1,"Which word could best replace ""zoomed"" as it is used here: ""A bird zoomed by the window.""?","[""Floated"", ""Flew"", ""Ran"", ""Swam""]","[""Flew""]"
6251,963,1,What is a sundial?,"[""An object that tells time with shadows, based on how the sun moves through the sky."", ""A book about the sun."", ""An object that tells time only when it is cloudy."", ""A kind of telephone that tells you what the weather will be.""]","[""An object that tells time with shadows, based on how the sun moves through the sky.""]"
6252,963,1,Who was late?,"[""Troy"", ""Trey"", ""Noster"", ""Nestor""]","[""Nestor""]"
6253,963,1,"Who said, ""So what?""?","[""Troy"", ""Nestor"", ""Neither of the above""]","[""Troy""]"
6254,963,1,Why was Nestor late?,"[""Because he slept in."", ""Because he stopped to do some errands on the way."", ""Because he couldn't read his sundial, so he didn't know the time."", ""Because he couldn't read his sundial, so he didn't know how to find the temple.""]","[""Because he couldn't read his sundial, so he didn't know the time.""]"
6255,963,1,Where does this story take place?,"[""The sun"", ""Troy's house"", ""Nestor's house"", ""The temple""]","[""The temple""]"
6256,965,1,What is happening in this story?,"[""Tom is brushing a lion's mane."", ""Tom and the lion are playing together."", ""Tom is chasing a lion through the woods."", ""A lion is chasing Tom through the woods.""]","[""A lion is chasing Tom through the woods.""]"
6257,965,1,"Why do the words ""lion"" and ""leapt"" in the title sound good together?","[""They rhyme."", ""They have the same starting sound."", ""They have the same ending sound."", ""They have the same vowel sound.""]","[""They have the same starting sound.""]"
6259,965,1,What do you think will most likely happen if the lion catches up with Tom?,"[""The lion will attack Tom."", ""Tom will attack the lion."", ""They will become friends."", ""They will walk away from each other.""]","[""The lion will attack Tom.""]"
6260,965,1,"Which meaning of the word ""brush"" makes most sense for how it is used here: ""Tom crashed through the brush.""?","[""A tool used to tidy one's hair"", ""To touch gently"", ""The bushy tail of a fox"", ""A grouping of trees or bushes""]","[""A grouping of trees or bushes""]"
6262,967,1,What did the moth break free from?,"[""A piece of ice"", ""A dungeon"", ""A cocoon"", ""A trap""]","[""A cocoon""]"
6264,967,1,"Which meaning of the word ""rose"" makes most sense for the way it is used here: ""It flew into the air. It rose and rose.""?","[""A type of scented flower"", ""Moved from lower to higher"", ""A pink color"", ""A group of things arranged in lines""]","[""Moved from lower to higher""]"
6265,967,1,How do you think the moth felt?,"[""Happy"", ""Regretful"", ""Annoyed"", ""Angry""]","[""Happy""]"
6266,968,1,Who is the main character of this story?,"[""Reg"", ""Roger"", ""The plant"", ""None of the above""]","[""Reg""]"
6269,968,1,How did Reg feel about the plant?,"[""Disgusted"", ""Bored"", ""Curious"", ""Proud""]","[""Proud""]"
6270,968,1,True or False: Reg's plant will likely grow to be large and healthy.,"[""True"", ""False""]","[""True""]"
6271,969,1,Where did Niv find the folded note?,"[""Under the book"", ""Beside the book"", ""Inside the book"", ""On top of the book""]","[""Inside the book""]"
6272,969,1,What do you think Niv will most likely do next?,"[""Put the note back in the book and walk away."", ""Rip up the note into many pieces and throw them away."", ""Start writing on the note, over the gold \""X.\"""", ""Unfold the note to see what's inside.""]","[""Unfold the note to see what's inside.""]"
6273,969,1,Who is the main character of this story?,"[""Niv"", ""The book"", ""The pages"", ""The folded note""]","[""Niv""]"
6274,969,1,What hint about the story can the reader get from its title?,"[""The main character"", ""The setting (time and place)"", ""The villain"", ""An important object or symbol""]","[""An important object or symbol""]"
6275,969,1,Which word best describes this story?,"[""Nonfiction"", ""Mysterious"", ""Scary"", ""Romantic""]","[""Mysterious""]"
6276,970,1,"Why are the words ""ew"" and ""not"" written all in uppercase letters?","[""Because they are proper nouns"", ""Because they are at the beginning of a sentence"", ""To show that the girl is saying them in her head"", ""To show that the girl is saying them very loudly""]","[""To show that the girl is saying them very loudly""]"
6279,970,1,Which details from the text give hints that this story is likely a fairy tale?,"[""It is about the morning time."", ""There are birds that take care of a human girl."", ""There is a girl who is very rude."", ""There is some dialogue in it.""]","[""There are birds that take care of a human girl.""]"
6281,971,1,"The word ""squeaked"" tells the reader that the fuzzy thing's voice was ____________.","[""Deep and loud"", ""Small and high"", ""Fast and slurred"", ""Rough and choked""]","[""Small and high""]"
6282,971,1,Whose point of view is this story being told from?,"[""Kal's"", ""The fuzzy thing's""]","[""Kal's""]"
6283,971,1,"Which sense does the word ""cooed"" relate to?","[""Sight"", ""Sound"", ""Smell"", ""Taste""]","[""Sound""]"
6285,971,1,How do you think Kal is feeling?,"[""Angry"", ""Terrified"", ""Confused"", ""Bored""]","[""Confused""]"
6286,964,1,Who is the main character of this story?,"[""Winne"", ""The old man"", ""The gem quest"", ""The narrator""]","[""Winne""]"
6287,964,1,Which statement is the best retelling of this story?,"[""Winne has to get the old man to tell her how she can escape from the caves."", ""Winnie and the old man have to escape in order to collect the gems they are searching for."", ""Winnie and the old man have to collect gems from the caves and set them up exactly right in order to escape."", ""The old man has to teach Winnie exactly how to find the caves where the gems are hidden, in order for her to make it in and out alive.""]","[""Winnie and the old man have to collect gems from the caves and set them up exactly right in order to escape.""]"
6288,964,1,What hints about the story can the reader get from its title?,"[""The main character"", ""The setting (time and place)"", ""The plot"", ""An important object or symbol""]","[""The plot""]"
6289,964,1,Which character knows more about what they need to do to escape?,"[""Winnie"", ""The old man""]","[""The old man""]"
6290,964,1,"Why is the word ""alive"" written in italics (slanted letters)?","[""To show that Winnie put focus on that word."", ""To show that Winnie was only thinking that word."", ""To show that Winnie did an action."", ""To show that that word is important to remember later.""]","[""To show that Winnie put focus on that word.""]"
6291,964,1,"Why is the word ""just"" written with so many extra ""u""s in this sentence: ""For the sun beam to hit them juuuuust right.”?","[""To show that Winnie paused in the middle of the word."", ""To show that Winnie was stretching out the word as she said it."", ""To show that Winnie was saying the word very loudly."", ""It was a mistake.""]","[""To show that Winnie was stretching out the word as she said it.""]"
6292,964,1,Which one of the characters is more talkative?,"[""Winnie"", ""The old man""]","[""Winnie""]"
6293,964,1,Why do many of Winnie's sentences end in a long dash (–)?,"[""To show that she trails off at the end of her sentences."", ""To show that she the one saying the next line as well."", ""To show who said which line."", ""To show that the old man is cutting her off.""]","[""To show that the old man is cutting her off.""]"
7115,2,1,What does the book want?,"[""To be opened"", ""To be read"", ""To be closed"", ""To be left alone""]","[""To be read""]"
